,mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
38587,gdb_38588,C1C2OC11C3NC3CC21,3.45941,1.68375,1.49328,2.3068,74.74,-0.2311,0.0558,0.2869,922.0249,0.149851,-401.820957,-401.814609,-401.813664,-401.85125,27.513
52925,gdb_52926,CC#CC12CC(C)(C1)C2,5.78174,0.74484,0.74484,0.0092,95.88,-0.2376,0.0556,0.2932,1655.7843,0.181526,-349.897382,-349.88788,-349.886936,-349.933111,35.293
19020,gdb_19021,CC1C2C3OCC3N12,3.32497,2.36835,1.96647,0.1591,66.85,-0.2266,0.046,0.2726,762.1355,0.143435,-363.767943,-363.761398,-363.760453,-363.798214,26.246
44980,gdb_44981,O=C1CC2(CC2N1)C#C,3.74612,1.20362,1.03752,3.2698,76.09,-0.2434,0.021,0.2645,1136.7672,0.124423,-400.747442,-400.739596,-400.738651,-400.779724,30.713
99543,gdb_99544,CCC(C#N)C(O)C#C,2.21766,1.21915,0.8398,3.4108,78.31,-0.2811,0.0098,0.2909,1368.2549,0.14451,-401.92677,-401.916373,-401.915429,-401.962465,36.867
37080,gdb_37081,C1C2=CC3N=C1N1C3C21,2.95646,2.76033,2.4116,1.369,73.34,-0.2167,-0.1117,0.105,685.2128,0.114848,-379.486977,-379.481632,-379.480688,-379.516084,23.739
73095,gdb_73096,CC12CC(=O)NC1CO2,2.93909,1.45833,1.21857,3.7811,71.81,-0.2422,0.0308,0.2731,1063.6552,0.148368,-439.122725,-439.114727,-439.113783,-439.155396,30.789
17992,gdb_17993,N#CC1OC2CCC12,3.91084,1.83033,1.56705,4.2865,64.36,-0.2709,-0.0025,0.2684,832.1679,0.119926,-362.636231,-362.629491,-362.628547,-362.667609,25.108
70647,gdb_70648,CC12OC1COC2C#C,2.46168,1.66283,1.20173,2.5415,73.93,-0.2536,0.033,0.2865,1060.3052,0.133992,-421.774504,-421.766089,-421.765145,-421.807392,31.79
22300,gdb_22301,CC1=CC(=NO)COC1,2.59333,1.27829,0.8848,1.8472,82.74,-0.2242,-0.0312,0.1931,1293.3296,0.147285,-439.057564,-439.048874,-439.04793,-439.090871,32.606
40524,gdb_40525,C1CC1C1=CC2CC1O2,3.98274,1.15737,1.11903,1.9972,81.83,-0.215,0.0089,0.2239,1169.4905,0.160685,-385.827859,-385.820513,-385.819568,-385.859969,29.576
117962,gdb_117963,COC(=O)C(N)CCO,3.46811,0.83197,0.72296,3.5034,72.7,-0.2223,0.0158,0.238,1589.1191,0.16945,-477.440533,-477.429767,-477.428823,-477.477276,37.387
28344,gdb_28345,CC1=CC=C(O)C(=N)O1,3.24905,1.39688,0.98284,2.8732,79.92,-0.1979,-0.0328,0.1651,1156.2481,0.125005,-437.938445,-437.930571,-437.929627,-437.970656,30.391
13842,gdb_13843,CC(=O)C1OCC=C1,4.15037,1.60544,1.39682,3.1216,66.84,-0.2251,-0.0197,0.2054,928.3355,0.129144,-383.756071,-383.748168,-383.747224,-383.789123,27.976
27571,gdb_27572,Cc1cccc(n1)C#N,3.26933,1.27437,0.92216,5.6038,82.67,-0.2711,-0.0626,0.2085,1205.4898,0.114241,-379.75398,-379.746149,-379.745205,-379.78735,28.378
114415,gdb_114416,OCC1CC2C1OC2=O,3.41503,1.09013,1.05646,3.2676,67.87,-0.2724,0.0071,0.2795,1183.3094,0.136206,-458.964457,-458.956364,-458.95542,-458.997721,29.901
79962,gdb_79963,CC1C2C=CC(C)C12C,1.79815,1.73216,1.52957,0.2003,90.4,-0.2203,0.0219,0.2421,1117.8136,0.205736,-351.16317,-351.153941,-351.152997,-351.196122,36.588
118764,gdb_118765,COCC1(O)CC(O)C1,2.55541,1.10566,0.9061,1.6757,75.74,-0.2478,0.0752,0.323,1371.474,0.180408,-461.336549,-461.326639,-461.325695,-461.371389,36.964
17552,gdb_17553,CC12CN1CC21CC1,3.21693,2.0605,1.63308,1.5804,75.29,-0.2217,0.0837,0.3055,879.0181,0.165549,-327.870493,-327.862933,-327.861989,-327.901811,29.873
45095,gdb_45096,O=C1CC2OC2C2NC12,2.81364,1.75132,1.27672,2.5649,67.77,-0.2395,-0.024,0.2156,964.6918,0.125928,-437.861157,-437.854256,-437.853312,-437.892538,27.343
16193,gdb_16194,N=C1NC=NC11CC1,3.23614,2.49178,1.58215,2.9999,68.83,-0.2183,-0.0048,0.2135,795.6546,0.120991,-358.858158,-358.851409,-358.850464,-358.888873,26.129
10940,gdb_10941,CC12CC(C=O)C1N2,4.82325,1.4859,1.41785,2.8512,69.19,-0.2474,-0.0309,0.2166,933.2907,0.141697,-363.836015,-363.82832,-363.827376,-363.867956,28.575
2601,gdb_2602,CCC1(CO1)C=O,3.08328,2.76798,1.75275,2.1673,57.86,-0.2578,-0.0374,0.2204,748.6572,0.122833,-345.646761,-345.639221,-345.638277,-345.678533,26.553
76243,gdb_76244,CC1C(O)C(=O)C1C#N,2.67562,1.34573,1.06007,3.8576,69.83,-0.2717,-0.0527,0.2191,1126.595,0.122271,-437.9002,-437.890979,-437.890035,-437.934498,32.574
123789,gdb_123790,c1c(cn[nH]1)NC2CC2,5.00552,0.94341,0.8476,2.659,78.59,-0.1838,0.0315,0.2153,1357.8376,0.149819,-398.116637,-398.108358,-398.107413,-398.150452,31.136
35786,gdb_35787,N#CC1CCC2CC2C1,3.54292,1.13223,0.95459,4.2999,82.42,-0.2794,0.0411,0.3205,1252.775,0.174117,-366.036744,-366.028785,-366.027841,-366.06929,31.295
157,gdb_158,C1C=CCO1,8.03792,7.90647,4.19499,1.5715,43.73,-0.2303,0.0188,0.2491,336.0014,0.092218,-231.142581,-231.138099,-231.137155,-231.169932,15.461
30410,gdb_30411,CN=c1c(cocn1)N,2.63273,1.59279,0.99954,2.1443,80.0,-0.202,-0.0224,0.1796,1138.5566,0.125622,-434.091759,-434.083533,-434.082588,-434.12467,30.699
30959,gdb_30960,CNc1c([nH]c(=O)o1)N,2.46146,1.3998,0.94065,4.9771,69.21,-0.1945,0.0423,0.2369,1213.9147,0.125193,-471.244872,-471.236004,-471.23506,-471.278543,32.336
47290,gdb_47291,N=C1CCNC(=O)CO1,3.10156,1.32739,0.99326,2.7773,70.93,-0.2487,0.0025,0.2512,1154.1257,0.13802,-455.180544,-455.172396,-455.171452,-455.21391,30.264
107024,gdb_107025,COC12CC1C(O)C2C,2.8726,1.27754,1.05928,1.5389,78.6,-0.2376,0.0667,0.3043,1217.8368,0.180597,-424.183306,-424.173598,-424.172654,-424.217602,36.257
25720,gdb_25721,CC(=O)c1c(nco1)N,2.76634,1.57672,1.01102,1.7702,72.62,-0.2159,-0.043,0.1729,1106.5693,0.112739,-454.011409,-454.002983,-454.002039,-454.044991,30.303
108462,gdb_108463,OCC12OCC1OC2=O,2.28854,1.75337,1.30283,3.0908,60.63,-0.2638,-0.0176,0.2462,989.2456,0.111946,-494.884124,-494.876234,-494.87529,-494.917002,28.718
2890,gdb_2891,C#CC1OCCO1,4.98972,2.29076,2.09826,1.533,54.26,-0.2621,0.0338,0.2959,659.2034,0.101605,-344.407598,-344.400944,-344.4,-344.439551,23.066
32920,gdb_32921,CCNc1cnc(o1)N,4.71823,0.84386,0.74908,2.6929,76.84,-0.2003,0.0306,0.2308,1532.9165,0.148666,-435.296711,-435.287679,-435.286735,-435.331194,33.064
24812,gdb_24813,N=C1C=CNC=C1C#N,2.99272,1.50959,1.00344,8.7552,80.33,-0.2174,-0.0479,0.1694,1089.9258,0.10438,-395.780866,-395.773553,-395.772609,-395.812751,27.758
87218,gdb_87219,OC1CC1(O)CC1CC1,4.21899,0.85595,0.80533,2.36,79.21,-0.2328,0.0643,0.2971,1491.9932,0.180776,-424.188621,-424.179049,-424.178105,-424.223311,36.546
81063,gdb_81064,CC1C2CC1(C2)C1CC1,2.64903,1.37893,1.1176,0.2331,89.98,-0.2598,0.0931,0.3529,1216.5302,0.206844,-351.096919,-351.088364,-351.08742,-351.130085,34.22
69631,gdb_69632,OC12CC1C1(OC21)C#N,3.75993,1.19478,1.16322,4.8277,67.1,-0.2583,-0.0138,0.2446,1062.2291,0.099286,-436.604239,-436.596763,-436.595819,-436.636011,29.022
87683,gdb_87684,CC1CC11CC(O)C1=O,2.78193,1.18028,1.00554,2.1707,78.01,-0.2307,-0.0273,0.2034,1256.5283,0.157088,-423.020627,-423.011141,-423.010197,-423.055433,34.431
68213,gdb_68214,CC12CC(C1)C1(CC1)C2,3.42618,1.2855,1.21161,0.2535,89.87,-0.2568,0.0908,0.3475,1171.3948,0.207419,-351.142529,-351.134448,-351.133504,-351.174471,33.842
5804,gdb_5805,CC(C)(CC(=O)N)O,3.50839,1.3516,1.24833,4.7178,68.08,-0.2473,0.0182,0.2655,1066.606,0.163285,-402.250478,-402.24094,-402.239996,-402.284466,35.41
21183,gdb_21184,Cc1c(c[nH]n1)NC,3.30151,1.82481,1.19586,2.3182,71.54,-0.1857,0.0374,0.2231,1000.9435,0.143524,-360.059661,-360.051398,-360.050454,-360.09228,30.084
7356,gdb_7357,COCC(=O)C(C)O,3.40616,1.26618,1.02628,3.7066,65.51,-0.2617,-0.029,0.2327,1176.4243,0.150397,-422.080484,-422.070859,-422.069915,-422.115399,33.307
19209,gdb_19210,C1NC2COC1OC2,2.67524,2.60508,2.58577,1.8754,62.2,-0.2216,0.0674,0.289,711.1142,0.146539,-400.991599,-400.985423,-400.984479,-401.021921,24.565
77533,gdb_77534,CC12CC(N1)(C#N)C2O,3.12825,1.31302,1.0945,4.9695,75.16,-0.2702,0.0066,0.2767,1123.2237,0.13611,-417.959554,-417.95134,-417.950396,-417.992089,31.592
45097,gdb_45098,O=C1CN2CC2C2CC12,2.71938,1.74703,1.2589,3.6901,75.4,-0.2254,-0.0162,0.2092,1007.3703,0.149691,-401.927836,-401.920682,-401.919738,-401.959313,28.931
75239,gdb_75240,NC1=NCC2(CO2)C1=O,3.13231,1.50614,1.09854,1.4998,68.89,-0.2395,-0.0703,0.1692,1054.9761,0.113001,-453.954354,-453.946445,-453.945501,-453.986831,29.682
43670,gdb_43671,O=C1CC(CC2CO2)C1,4.62559,0.80367,0.72783,4.1072,76.42,-0.2388,-0.0162,0.2226,1531.0148,0.157522,-423.011184,-423.002367,-423.001423,-423.046113,32.259
90979,gdb_90980,CC1CC2C3CC2C13O,2.65155,1.83129,1.33702,1.4059,81.63,-0.2525,0.0735,0.326,1028.2368,0.183882,-387.061462,-387.053599,-387.052655,-387.093224,32.359
84884,gdb_84885,CC1N=COCC11CC1,2.27996,1.75288,1.29102,2.0584,79.12,-0.2427,0.0303,0.273,1064.925,0.172511,-403.152724,-403.144517,-403.143573,-403.185225,32.073
24737,gdb_24738,C#CC(=O)c1cnc[nH]1,3.7576,1.22711,0.92503,0.2949,76.19,-0.2511,-0.0763,0.1748,1155.4814,0.090334,-415.629182,-415.621652,-415.620708,-415.6617,27.366
31691,gdb_31692,c1c(ncn1C=O)CO,4.96484,0.9226,0.78181,2.9795,70.97,-0.2393,-0.0488,0.1905,1366.8604,0.112966,-453.990907,-453.982581,-453.981637,-454.024606,29.232
15230,gdb_15231,CCC1C(O)C1C#C,3.062,1.47292,1.31211,1.0579,74.48,-0.247,0.0379,0.2849,1036.3497,0.151346,-347.757742,-347.74862,-347.747676,-347.791473,33.313
59388,gdb_59389,CC(C)C1CC1(C)C#N,2.68819,0.97285,0.94288,4.3975,87.71,-0.2764,0.0388,0.3153,1421.8335,0.192318,-367.232486,-367.222043,-367.221099,-367.267746,38.497
21658,gdb_21659,c1c(c(n[nH]1)N)C#N,3.74273,1.93516,1.27704,4.1979,63.43,-0.2264,-0.017,0.2094,859.5566,0.086986,-373.742768,-373.736,-373.735056,-373.773642,25.171
110506,gdb_110507,CCC1C2C3N2CC13C,2.58336,1.40818,1.14573,1.9351,85.11,-0.2304,0.082,0.3124,1200.122,0.194279,-367.154888,-367.14615,-367.145205,-367.188138,34.135
65185,gdb_65186,CC1(CC1)C1OC1C=O,2.55898,1.32204,1.22011,2.9574,76.36,-0.2595,-0.0425,0.217,1134.8902,0.156502,-422.995472,-422.986291,-422.985347,-423.029988,33.725
3568,gdb_3569,C1CC2C3OC3C12,5.12238,2.97645,2.74518,1.702,59.2,-0.252,0.0733,0.3253,575.082,0.126418,-308.45231,-308.446957,-308.446012,-308.481126,21.665
120229,gdb_120230,CCCC1C2CC2C1=O,2.99271,1.01379,0.84724,3.0201,83.35,-0.2346,-0.0092,0.2253,1446.8368,0.181954,-387.089096,-387.079922,-387.078978,-387.12361,34.191
85539,gdb_85540,CC1OC(=O)OC2CC12,2.51884,1.74216,1.16772,5.4321,68.42,-0.2742,0.0353,0.3095,1050.2136,0.136254,-458.99616,-458.988403,-458.987459,-459.028577,29.606
1743,gdb_1744,CC1(CC=O)CN1,5.30189,1.66512,1.49897,3.1736,61.23,-0.2388,-0.02,0.2188,844.8776,0.135252,-325.762375,-325.754666,-325.753721,-325.79469,27.334
105552,gdb_105553,CCC1(CNC1=O)C#N,1.94186,1.54969,1.29419,5.3228,73.57,-0.2685,0.0016,0.2701,1097.2067,0.135655,-418.046734,-418.037608,-418.036664,-418.080749,32.639
89961,gdb_89962,OC1CC2(CCC12)C=O,2.57518,1.41601,1.07666,3.2484,76.01,-0.249,-0.0288,0.2202,1147.269,0.158546,-423.007428,-422.998847,-422.997903,-423.040958,32.405
128259,gdb_128260,CNC1=NC(=O)N=NO1,1.88371,0.96353,0.66044,3.8937,62.17,-0.269,-0.01,0.259,1587.1971,0.084359,-486.174325,-486.162674,-486.16173,-486.217856,33.4
65003,gdb_65004,CC1(CN1)C(C#C)C#C,1.96503,1.50019,1.08468,1.678,82.83,-0.2485,0.0339,0.2824,1192.5437,0.144362,-364.71306,-364.70335,-364.702405,-364.74743,36.367
50959,gdb_50960,N=COC(CC#C)C=O,1.82104,1.30622,0.79132,2.8168,73.71,-0.2621,-0.0484,0.2137,1377.1231,0.120073,-437.849199,-437.839365,-437.838421,-437.885192,33.728
41606,gdb_41607,C1OC2C1C21COC=N1,4.30447,1.3229,1.18811,1.2169,69.53,-0.224,0.0134,0.2374,1026.5069,0.125823,-437.84289,-437.835976,-437.835032,-437.874524,26.55
87116,gdb_87117,CC(C)(O)C1(C)CC1O,2.04358,1.53569,1.24429,2.7734,81.19,-0.2481,0.0653,0.3134,1175.2422,0.2029,-425.413264,-425.402883,-425.401939,-425.447195,41.111
1234,gdb_1235,CC(O)C#CC#C,8.33321,1.09348,1.00226,1.3096,71.29,-0.2485,-0.0237,0.2248,1109.9975,0.098957,-307.260972,-307.252965,-307.252021,-307.293052,28.381
75780,gdb_75781,OC1C(=O)CC1(O)C#N,2.80772,1.26892,1.11298,2.6273,63.66,-0.2585,-0.0504,0.2081,1087.1576,0.098197,-473.824488,-473.81578,-473.814836,-473.857852,31.702
93042,gdb_93043,CC1CC=CC2COC12,2.3287,1.82126,1.21891,1.3662,83.24,-0.2383,0.021,0.2593,1092.5908,0.18474,-387.094092,-387.086058,-387.085114,-387.126505,31.685
27015,gdb_27016,CC1=C(OC(=N)O1)C#C,2.88089,1.37715,0.93719,3.6741,77.01,-0.2175,-0.0289,0.1886,1177.0251,0.099182,-436.682335,-436.674104,-436.67316,-436.715165,30.371
3713,gdb_3714,CCc1cnn[nH]1,7.11252,1.87822,1.63886,4.871,58.79,-0.2501,0.0024,0.2525,762.3412,0.115437,-320.764569,-320.758051,-320.757107,-320.795711,23.043
132192,gdb_132193,CC1=NC(=N)N=C(F)N1,2.00756,1.88525,0.97818,6.2989,68.62,-0.2374,-0.0307,0.2067,1113.6665,0.101393,-474.200812,-474.192954,-474.19201,-474.233765,28.573
76776,gdb_76777,CC1C(O)C2(CO2)C1=O,2.40663,1.58378,1.12288,3.1105,69.86,-0.247,-0.0448,0.2021,1101.6423,0.133316,-458.938881,-458.929842,-458.928898,-458.97301,32.633
38076,gdb_38077,O1C2C=CC3C1C=CC23,3.57209,1.89238,1.85293,1.2434,75.37,-0.2339,-0.0052,0.2288,819.2702,0.139784,-384.68073,-384.675038,-384.674094,-384.710275,25.459
40780,gdb_40781,C1CC1C1OCC2OC12,3.45774,1.35168,1.19606,2.1235,74.62,-0.2526,0.0905,0.3431,1093.5574,0.160197,-422.991732,-422.984067,-422.983123,-423.024205,29.783
110475,gdb_110476,COC1C2C3C4C1C2N34,4.22563,1.35453,1.33711,2.2906,73.43,-0.2278,0.0751,0.3029,1016.8847,0.148943,-401.846591,-401.839547,-401.838603,-401.878332,27.631
111642,gdb_111643,COC1C2CN=COC12,2.65998,1.48516,1.3751,2.7994,71.91,-0.2433,0.0347,0.278,1039.7077,0.148607,-439.057642,-439.049538,-439.048594,-439.090676,29.953
46029,gdb_46030,O=C1NCC(C#C)C1=O,3.27006,1.29321,0.96709,5.4047,69.24,-0.2398,-0.0702,0.1696,1139.6921,0.100485,-436.696947,-436.688822,-436.687877,-436.73014,29.657
122196,gdb_122197,CCOCC1(CCC1)O,3.5235,0.81298,0.77615,2.1192,83.21,-0.2485,0.0794,0.3279,1627.3305,0.20418,-425.414752,-425.404561,-425.403617,-425.450465,37.683
54712,gdb_54713,CC(=O)N1C2C3NC2C13,4.41435,1.19861,1.09329,3.9436,73.79,-0.2321,0.0184,0.2504,1122.8641,0.135408,-417.915976,-417.908177,-417.907233,-417.949042,29.142
20203,gdb_20204,C1CC2C=CC3C1C23,3.2909,2.75613,2.16257,0.3096,74.12,-0.2196,0.0197,0.2392,725.3651,0.158055,-310.674809,-310.669117,-310.668173,-310.704126,24.684
63473,gdb_63474,CC1(O)CC1(O)C1CO1,2.90757,1.22327,1.09601,2.0313,72.65,-0.2397,0.073,0.3127,1188.6524,0.156205,-460.120775,-460.111371,-460.110427,-460.154432,35.913
84588,gdb_84589,OC1C=CC2NC(=O)C12,2.43055,1.94543,1.2579,4.65,69.8,-0.2419,-0.0049,0.2371,974.9962,0.125364,-437.903103,-437.895415,-437.89447,-437.935482,29.23
1699,gdb_1700,CC1(CCO1)C#C,4.12906,2.34613,1.95474,1.7358,62.67,-0.2515,0.0292,0.2807,719.5951,0.123209,-308.466631,-308.459272,-308.458327,-308.49795,26.942
114125,gdb_114126,CCC1OC2(CC)CC12,3.32128,0.98795,0.86532,1.394,86.53,-0.2275,0.0832,0.3107,1479.3533,0.204346,-388.265753,-388.255923,-388.254978,-388.300622,36.904
60166,gdb_60167,CC(O)CN1CC(O)C1,4.01465,0.77636,0.73724,1.8436,80.0,-0.2348,0.0696,0.3043,1623.8012,0.193039,-441.454873,-441.444951,-441.444007,-441.490133,36.963
127380,gdb_127381,CN1CC1C1=CON=C1,3.84903,1.06756,1.0373,2.0137,74.62,-0.2339,-0.0182,0.2157,1199.4338,0.13664,-417.962228,-417.954325,-417.953381,-417.995541,29.22
43888,gdb_43889,N=C1NC2(COC12)C#N,3.07408,1.42446,1.12961,2.9494,69.46,-0.2614,-0.0189,0.2425,1041.3575,0.101533,-432.831882,-432.824426,-432.823481,-432.86396,27.925
36968,gdb_36969,C1CC1COCC2CC2,6.08551,0.57378,0.56265,0.7355,88.0,-0.247,0.0918,0.3389,2065.7214,0.205017,-388.252401,-388.242538,-388.241594,-388.288755,35.905
105420,gdb_105421,C1CC(C1)(CO)OC=O,2.41282,1.25856,1.01304,3.589,72.44,-0.2668,0.0079,0.2747,1233.9515,0.157684,-460.170084,-460.160758,-460.159814,-460.204456,33.992
26299,gdb_26300,CC(O)C1=CNC(=N)O1,3.42523,1.06407,0.97002,2.3884,72.85,-0.1961,0.0231,0.2193,1261.4624,0.135313,-455.168303,-455.15919,-455.158246,-455.20256,33.337
35793,gdb_35794,N#CC1CN2CC2CN1,3.66573,1.1957,1.00671,4.0105,76.15,-0.2308,0.019,0.2499,1172.4479,0.150679,-398.103272,-398.095546,-398.094602,-398.13568,29.856
34877,gdb_34878,C#CC1N2CC2C11CC1,2.29874,1.75034,1.22257,1.7038,81.89,-0.2307,0.0264,0.2571,1063.3662,0.146877,-364.710258,-364.702215,-364.701271,-364.742617,31.773
83956,gdb_83957,OC1C2CCOC1C2O,2.33215,1.66904,1.45152,2.3746,69.64,-0.2423,0.0622,0.3045,1000.4303,0.161192,-460.13793,-460.130197,-460.129252,-460.169583,31.366
100051,gdb_100052,CC(C)(CO)C1CCO1,2.91228,1.07769,0.97931,1.9473,80.92,-0.2448,0.0657,0.3105,1336.2699,0.204003,-425.407619,-425.397198,-425.396254,-425.442881,38.533
90653,gdb_90654,CC1CC2C1C2(C)C=O,3.76519,1.00557,0.95968,3.3139,84.86,-0.2458,-0.0141,0.2317,1330.9049,0.181233,-387.082307,-387.073084,-387.072139,-387.116049,34.906
30994,gdb_30995,[NH3+]CC1=C([O-])NC(=O)O1,2.00417,1.2097,0.75737,1.2176,67.68,-0.2687,-0.0637,0.205,1432.7796,0.109334,-491.155079,-491.144696,-491.143752,-491.192031,34.743
55917,gdb_55918,CC(=O)CC1CC2OC12,4.03793,0.94046,0.85157,1.4173,75.19,-0.2441,-0.01,0.2341,1387.1876,0.156923,-423.008452,-422.999401,-422.998457,-423.043679,32.74
36305,gdb_36306,C#CCN1C2COCC12,3.38449,1.19571,1.12699,1.2036,77.27,-0.2281,0.0472,0.2754,1145.5402,0.147659,-401.876032,-401.867871,-401.866927,-401.909203,30.984
68726,gdb_68727,CC12OC1(C#N)C1CC21,2.47233,1.67265,1.31324,4.5701,73.66,-0.2694,-0.0013,0.2681,1008.1891,0.123487,-400.710421,-400.702604,-400.701659,-400.742623,29.902
57013,gdb_57014,OC(C#N)C1CN=CO1,3.20544,1.23152,0.94849,2.3399,65.54,-0.268,-0.0047,0.2633,1167.2447,0.113087,-453.957026,-453.948745,-453.947801,-453.990809,29.285
2995,gdb_2996,CCC(=O)N1CC1,6.11008,1.72217,1.43157,2.9458,62.19,-0.2451,0.0086,0.2537,869.4085,0.135759,-325.781464,-325.773682,-325.772737,-325.814425,26.875
51435,gdb_51436,N=COC1C2CC2C1=O,3.08085,1.21729,0.98087,3.2809,72.12,-0.2422,-0.0313,0.2109,1195.0342,0.123626,-437.863565,-437.855346,-437.854402,-437.897452,29.526
45021,gdb_45022,N=C1OC(=O)CC2CC12,2.38929,1.83128,1.20774,3.3511,71.22,-0.2727,-0.018,0.2547,1013.6979,0.125923,-437.929426,-437.922137,-437.921193,-437.961447,28.179
98679,gdb_98680,CC1(C)OC1C(=O)CO,3.42617,0.91132,0.8576,3.3604,74.22,-0.2678,-0.0421,0.2258,1429.3445,0.155312,-460.163964,-460.15399,-460.153046,-460.199045,36.048
65037,gdb_65038,CC1(CO1)C1(O)COC1,2.53702,1.44024,1.26543,2.0448,70.3,-0.2532,0.0593,0.3125,1087.422,0.156652,-460.114181,-460.104951,-460.104007,-460.148395,34.18
13102,gdb_13103,CCN=C1OCC1C,3.98002,1.2142,1.02123,2.077,75.59,-0.246,0.0314,0.2773,1221.7737,0.164668,-365.067045,-365.058096,-365.057152,-365.101711,31.459
102878,gdb_102879,CN=C(NCC#C)OC,2.3478,1.07525,0.8459,1.9866,81.42,-0.2281,0.0275,0.2557,1431.8402,0.156323,-419.158516,-419.147617,-419.146673,-419.196091,37.127
115418,gdb_115419,CCC1COC(O1)C#N,2.90518,1.12295,0.93411,3.9798,71.96,-0.289,0.0148,0.3038,1295.2107,0.147414,-439.097655,-439.088652,-439.087707,-439.132571,31.806
104899,gdb_104900,CC1(C)NC1(CN)C#N,2.08491,1.49636,1.02156,4.1823,80.85,-0.2444,0.0227,0.2672,1237.6601,0.170024,-399.318578,-399.308346,-399.307402,-399.353393,37.467
80984,gdb_80985,OC1C2CC1(O)C=CC2,2.56475,1.78487,1.34322,2.0414,75.04,-0.2361,0.0155,0.2516,998.7194,0.16002,-423.019554,-423.011605,-423.010661,-423.051309,32.354
30242,gdb_30243,CC1CN2C=C(O)N=C12,4.19978,1.17826,0.98073,3.1034,76.03,-0.1914,0.0356,0.227,1197.6047,0.137466,-418.015795,-418.007774,-418.00683,-418.04896,30.111
101038,gdb_101039,COC(C)C1(CO)CO1,2.63611,1.03762,0.98183,2.5418,74.75,-0.2597,0.0776,0.3373,1356.0267,0.179668,-461.326376,-461.315993,-461.315049,-461.362103,37.44
16586,gdb_16587,CC1C2N1C(C)C2=O,3.11377,1.89396,1.53447,2.3557,69.22,-0.2385,-0.023,0.2155,901.7822,0.141193,-363.8404,-363.832521,-363.831577,-363.872388,29.323
74966,gdb_74967,CC1=CC2COC1C2=O,2.51563,1.65874,1.44903,2.7379,74.19,-0.2275,-0.0106,0.2169,991.1323,0.136759,-421.840588,-421.833092,-421.832148,-421.87242,29.086
42925,gdb_42926,O=C1C(CC#C)C2CN12,3.40488,1.18097,0.96438,3.8291,74.0,-0.2468,-0.0166,0.2303,1197.5979,0.12298,-400.688325,-400.68005,-400.679106,-400.721776,30.666
16660,gdb_16661,CC1C2NC2CC1O,2.85604,2.25751,1.74886,3.2007,70.2,-0.244,0.0697,0.3137,844.9021,0.167852,-365.056398,-365.049162,-365.048217,-365.087369,29.184
63104,gdb_63105,CC1(C)C2CNC12C#N,2.18467,1.68641,1.19776,3.8209,81.69,-0.2332,0.0067,0.2399,1104.1031,0.15911,-382.044722,-382.035815,-382.034871,-382.077785,33.923
21530,gdb_21531,c1(c(onc1O)N)N,3.39242,2.07923,1.2994,2.4039,57.1,-0.2087,0.0277,0.2364,862.8741,0.096757,-431.90748,-431.900059,-431.899115,-431.938728,27.876
71148,gdb_71149,OC12CC3C(C13)C(=O)C2,2.96673,1.64367,1.31979,2.6112,71.54,-0.2335,-0.0131,0.2205,973.6774,0.136487,-421.825185,-421.817989,-421.817045,-421.856486,29.345
28552,gdb_28553,Cc1cnc(n1C=O)N,2.39634,1.78824,1.03167,1.8744,75.02,-0.199,-0.0373,0.1617,1101.9559,0.125457,-434.136325,-434.128045,-434.127101,-434.168858,31.065
119484,gdb_119485,CCCC12CC1N1CC21,3.93726,0.92506,0.86171,1.6964,85.91,-0.2161,0.0716,0.2877,1461.8999,0.193892,-367.12992,-367.121051,-367.120106,-367.163818,34.388
236,gdb_237,C#CCC(=O)N,9.4168,2.22029,1.85862,3.7732,48.37,-0.2498,0.0244,0.2742,627.6953,0.082749,-285.287913,-285.280928,-285.279984,-285.319587,23.677
118386,gdb_118387,OCCC(CC#N)C#C,3.11548,0.78793,0.65984,3.9266,78.24,-0.2728,0.0268,0.2996,1643.3646,0.145088,-401.923321,-401.912964,-401.91202,-401.959496,36.115
131363,gdb_131364,c1coc2c1c(n[nH]2)O,3.65146,1.61306,1.11882,1.2022,64.89,-0.2091,0.0172,0.2263,976.7081,0.091885,-452.759488,-452.752622,-452.751677,-452.790823,26.149
82529,gdb_82530,CC1C2CC3(CO3)C12C,2.20697,1.61445,1.36585,1.8591,82.89,-0.2515,0.0835,0.335,1098.1355,0.181282,-387.048361,-387.039385,-387.038441,-387.081469,34.704
64000,gdb_64001,CC1(CN=C(O1)C=O)C,3.10734,1.15088,1.0334,3.4652,74.83,-0.2611,-0.0698,0.1914,1227.3234,0.145897,-439.120918,-439.111914,-439.11097,-439.155142,32.792
54651,gdb_54652,C1C(=CNC1=O)C(=O)N,4.32118,1.01803,0.82834,1.0183,71.28,-0.2289,-0.0372,0.1917,1284.7159,0.113372,-454.031053,-454.02274,-454.021796,-454.06427,30.653
122996,gdb_122997,CCOCCC1(CC1)C,4.35003,0.59661,0.57303,0.9175,91.0,-0.2477,0.0855,0.3332,2089.2997,0.22684,-389.480127,-389.469072,-389.468128,-389.517162,40.061
67524,gdb_67525,CC12C3CN3C1CC2=O,2.43896,1.77179,1.47609,1.2086,74.99,-0.23,-0.0295,0.2005,975.6905,0.146969,-401.896055,-401.888209,-401.887264,-401.928116,30.766
